"","Sample","Date.x","Filter_type","Filter_size","Filter_box_nr","Filter_blank","Volume","Date.y","Day","Treatment","Element","Concentration","Detection_limit"
"46","COM003","04.12.2019 10:41:07","PC",0.8,1,NA,1000,2019-10-05,0,"K3","Fe",0.0287419812443775,0.00155154702595937
"47","COM003","04.12.2019 10:41:07","PC",0.8,1,NA,1000,2019-10-05,0,"K3","Cu",0.00157085338196171,NA
"48","COM003","04.12.2019 10:41:07","PC",0.8,1,NA,1000,2019-10-05,0,"K3","As",0.00259301158924627,NA
"49","COM004","09.12.2019 10:31:11","PC",0.8,1,NA,1000,2019-10-05,0,"NPC1","C",-264.503908169284,1.22193802149026
"50","COM004","09.12.2019 10:31:11","PC",0.8,1,NA,1000,2019-10-05,0,"NPC1","N",-4.34506923579546,0.312338639119395
"51","COM004","09.12.2019 10:31:11","PC",0.8,1,NA,1000,2019-10-05,0,"NPC1","O",17.3581474061393,0.0322146560280234
"52","COM004","09.12.2019 10:31:11","PC",0.8,1,NA,1000,2019-10-05,0,"NPC1","Na",6.2858249361433,0.0362539069926691
"53","COM004","09.12.2019 10:31:11","PC",0.8,1,NA,1000,2019-10-05,0,"NPC1","Mg",0.418049842931419,0.00465264605182871
"54","COM004","09.12.2019 10:31:11","PC",0.8,1,NA,1000,2019-10-05,0,"NPC1","Al",29.3645906529696,NA
"55","COM004","09.12.2019 10:31:11","PC",0.8,1,NA,1000,2019-10-05,0,"NPC1","Si",28.7122602791938,0.00456938998104632
"56","COM004","09.12.2019 10:31:11","PC",0.8,1,NA,1000,2019-10-05,0,"NPC1","P",0.0278380083415838,0.00128176041944556
"57","COM004","09.12.2019 10:31:11","PC",0.8,1,NA,1000,2019-10-05,0,"NPC1","S",0.0211334836500387,0.00206153679019074
"58","COM004","09.12.2019 10:31:11","PC",0.8,1,NA,1000,2019-10-05,0,"NPC1","Cl",0.333038745490407,0.112624825349127
"59","COM004","09.12.2019 10:31:11","PC",0.8,1,NA,1000,2019-10-05,0,"NPC1","K",6.42956777559446,0.00176292774106786
"60","COM004","09.12.2019 10:31:11","PC",0.8,1,NA,1000,2019-10-05,0,"NPC1","Ca",4.86888871652897,0.00916776513766207
"61","COM004","09.12.2019 10:31:11","PC",0.8,1,NA,1000,2019-10-05,0,"NPC1","Mn",0.111405960519317,0
"62","COM004","09.12.2019 10:31:11","PC",0.8,1,NA,1000,2019-10-05,0,"NPC1","Fe",0.403255711131717,0.00155154702595937
"63","COM004","09.12.2019 10:31:11","PC",0.8,1,NA,1000,2019-10-05,0,"NPC1","Cu",0.10744623608267,NA
"64","COM004","09.12.2019 10:31:11","PC",0.8,1,NA,1000,2019-10-05,0,"NPC1","As",0.0932112033385224,NA
"65","COM005","09.12.2019 10:42:29","PC",0.8,1,NA,1000,2019-10-05,0,"NPC2","C",-264.428657350485,1.22193802149026
"66","COM005","09.12.2019 10:42:29","PC",0.8,1,NA,1000,2019-10-05,0,"NPC2","N",-4.26822364547063,0.312338639119395
"67","COM005","09.12.2019 10:42:29","PC",0.8,1,NA,1000,2019-10-05,0,"NPC2","O",17.0792839263452,0.0322146560280234
"68","COM005","09.12.2019 10:42:29","PC",0.8,1,NA,1000,2019-10-05,0,"NPC2","Na",6.29761535146928,0.0362539069926691
"69","COM005","09.12.2019 10:42:29","PC",0.8,1,NA,1000,2019-10-05,0,"NPC2","Mg",0.457813802017004,0.00465264605182871
"70","COM005","09.12.2019 10:42:29","PC",0.8,1,NA,1000,2019-10-05,0,"NPC2","Al",29.0480514280366,NA
"71","COM005","09.12.2019 10:42:29","PC",0.8,1,NA,1000,2019-10-05,0,"NPC2","Si",28.3539459231593,0.00456938998104632
"72","COM005","09.12.2019 10:42:29","PC",0.8,1,NA,1000,2019-10-05,0,"NPC2","P",0.0314746146829242,0.00128176041944556
"73","COM005","09.12.2019 10:42:29","PC",0.8,1,NA,1000,2019-10-05,0,"NPC2","S",0.0293319122482815,0.00206153679019074
"74","COM005","09.12.2019 10:42:29","PC",0.8,1,NA,1000,2019-10-05,0,"NPC2","Cl",0.894467546946451,0.112624825349127
"75","COM005","09.12.2019 10:42:29","PC",0.8,1,NA,1000,2019-10-05,0,"NPC2","K",6.29131939958605,0.00176292774106786
"76","COM005","09.12.2019 10:42:29","PC",0.8,1,NA,1000,2019-10-05,0,"NPC2","Ca",4.80742282803954,0.00916776513766207
"77","COM005","09.12.2019 10:42:29","PC",0.8,1,NA,1000,2019-10-05,0,"NPC2","Mn",0.112737311808496,0
"78","COM005","09.12.2019 10:42:29","PC",0.8,1,NA,1000,2019-10-05,0,"NPC2","Fe",0.397706637394816,0.00155154702595937
"79","COM005","09.12.2019 10:42:29","PC",0.8,1,NA,1000,2019-10-05,0,"NPC2","Cu",0.10900626998374,NA
"80","COM005","09.12.2019 10:42:29","PC",0.8,1,NA,1000,2019-10-05,0,"NPC2","As",0.0940419258910224,NA
"81","COM006","09.12.2019 10:53:21","PC",0.8,1,NA,1000,2019-10-05,0,"NPC3","C",-265.201564856824,1.22193802149026
"82","COM006","09.12.2019 10:53:21","PC",0.8,1,NA,1000,2019-10-05,0,"NPC3","N",-4.31213541137053,0.312338639119395
"83","COM006","09.12.2019 10:53:21","PC",0.8,1,NA,1000,2019-10-05,0,"NPC3","O",17.5364272981891,0.0322146560280234
"84","COM006","09.12.2019 10:53:21","PC",0.8,1,NA,1000,2019-10-05,0,"NPC3","Na",6.3021267774244,0.0362539069926691
"85","COM006","09.12.2019 10:53:21","PC",0.8,1,NA,1000,2019-10-05,0,"NPC3","Mg",0.368108240194148,0.00465264605182871
"86","COM006","09.12.2019 10:53:21","PC",0.8,1,NA,1000,2019-10-05,0,"NPC3","Al",29.5360770113947,NA
"87","COM006","09.12.2019 10:53:21","PC",0.8,1,NA,1000,2019-10-05,0,"NPC3","Si",28.8164553915862,0.00456938998104632
"88","COM006","09.12.2019 10:53:21","PC",0.8,1,NA,1000,2019-10-05,0,"NPC3","P",0.0272715018260986,0.00128176041944556
"89","COM006","09.12.2019 10:53:21","PC",0.8,1,NA,1000,2019-10-05,0,"NPC3","S",0.0169366038131738,0.00206153679019074
"90","COM006","09.12.2019 10:53:21","PC",0.8,1,NA,1000,2019-10-05,0,"NPC3","Cl",0.433962283565555,0.112624825349127
"91","COM006","09.12.2019 10:53:21","PC",0.8,1,NA,1000,2019-10-05,0,"NPC3","K",6.35498542083255,0.00176292774106786
"92","COM006","09.12.2019 10:53:21","PC",0.8,1,NA,1000,2019-10-05,0,"NPC3","Ca",4.57780727990789,0.00916776513766207
"93","COM006","09.12.2019 10:53:21","PC",0.8,1,NA,1000,2019-10-05,0,"NPC3","Mn",0.111755034332943,0
"94","COM006","09.12.2019 10:53:21","PC",0.8,1,NA,1000,2019-10-05,0,"NPC3","Fe",0.355560488038779,0.00155154702595937
"95","COM006","09.12.2019 10:53:21","PC",0.8,1,NA,1000,2019-10-05,0,"NPC3","Cu",0.10864516980898,NA
"96","COM006","09.12.2019 10:53:21","PC",0.8,1,NA,1000,2019-10-05,0,"NPC3","As",0.0941832727133881,NA
